pipeline,query,rank,document_id,similarity,document_preview,relevant,label_source,precision@5,recall@5,reciprocal_rank
A — Minimal,software development tools,3,21363,0.2829608310348981,The below list is a selected “terminology” for data integrators using “Infomatica”as a tool. These questions and explantions help you understand the complete information about frequently used terms. agile development – Agile development is ,1,content reviewed,0.4,0.6666666666666666,1.0
A — Minimal,software development tools,4,12763,0.25381201259311614,Why Clinic Management Software is Must for Clinics? Keeping patient’s records and maintaining appointment schedule is not an easy task in clinics without any proper tool. Advanced software technology has overcome these difficulties by provi,0,content reviewed,0.4,0.6666666666666666,1.0
A — Minimal,software development tools,5,10105,0.25110177406676315,Paul Berg is an independent consultant specializing in software licensing. He has served as Idaho National Laboratory’s senior research and development software licensing manager where he drove the software release strategy for the lab. Bef,0,content reviewed,0.4,0.6666666666666666,1.0
A — Minimal,financial market analysis,1,7607,0.26442751121389557,Select a commercial project in manufacturing a non-durable inexpensive consumer with a simple manufacturing process item of your choice. Study the manufacturing process. Marketing plan should have more than one retailer. The project should ,0,content reviewed,0.2,1.0,0.3333333333333333
A — Minimal,financial market analysis,2,22926,0.2623827571113883,Belay Devices Market Report 2018-2023 has been prepared based on an in-depth market analysis with inputs from industry experts. The report covers the market landscape and its growth prospects over the coming years. The report also includes ,0,content reviewed,0.2,1.0,0.3333333333333333
A — Minimal,financial market analysis,3,21404,0.2534981098863496,"Keep in mind the historical returns of different asset classes when setting your financial goals. Treat any outperformance as a bonus. Remember – time is your ally! By focusing on long-term results, you'll find it easier to ride out short-t",1,content reviewed,0.2,1.0,0.3333333333333333
A — Minimal,financial market analysis,4,28964,0.2513914869445506,The global “Network Cables market” research report highlights the need for the up-to-date market data for the business management that will offer development and profitability of the global Network Cables market. The research report present,0,content reviewed,0.2,1.0,0.3333333333333333
A — Minimal,financial market analysis,5,5249,0.24301064831405525,"Focusing only on shareholders’ financial return is not consistent with the concept of sustainable corporate governance. In contrast to financial performance, corporate social responsibility (CSR) is a non-financial performance index. Financ",0,content reviewed,0.2,1.0,0.3333333333333333
A — Minimal,online education courses,1,12474,0.35618065641996954,Get complete access to all courses on this site for one year. Plenty of time to dig in deep. Includes any new courses released during that year as well. A 3 Month Membership is also available.,0,content reviewed,0.6,0.75,0.5
A — Minimal,online education courses,2,23045,0.32430040873011456,I'm going to turn you into a course creation expert. - Learn how to create professional courses that stand out against most other courses. - Create engaging courses students are more likely to complete. - Students will love your courses and,1,content reviewed,0.6,0.75,0.5
A — Minimal,online education courses,3,28891,0.28845402839370293,Spice up your online education and take the Department of Transportation (DOT) Video online training courses. Watch and learn as experts show you how to practice safe driving in these fun and informative videos. Our courses come in high qua,1,content reviewed,0.6,0.75,0.5
A — Minimal,online education courses,4,21561,0.28266065892413683,"The York College Writing Across the Curriculum requirement legislated by the York College Senate in May, 2001 includes provisions for Writing Enhancement in General Education courses and for Writing Intensive courses in all the disciplines.",0,content reviewed,0.6,0.75,0.5
A — Minimal,online education courses,5,6123,0.24644687194401174,"With today’s advancement in technology, it is becoming more convenient than ever before to earn a Bachelor’s degree in a health-related field online. Some specializations, such as nutrition or public health, can be studied entirely online. ",1,content reviewed,0.6,0.75,0.5
B — Normalized,medical image classification,1,18971,0.4475552034904698,The new RTS Environmental Classification system (RTS GLT) is designed for parties who are commissioning construction projects and who want to build in an environmentally responsible manner. The environmental classification system was develo,0,content reviewed,,,
B — Normalized,medical image classification,2,8527,0.36781364440402337,History of maize classification. How races used in classification. Geographical distribution. Existing races of maize in Mexico.,0,content reviewed,,,
B — Normalized,medical image classification,3,19908,0.23545153253459128,"Download League Of Legends Wallpapers in high-quality for your desktop and smart-phone in wide-screen and HD resolution. Right click on image, and select “Save Image as League Of Legends Wallpapers” to download image to your desktop, laptop",0,content reviewed,,,
B — Normalized,medical image classification,4,17794,0.23047134695729757,Filters the output of 'wp_calculate_image_sizes()'. A source size value for use in a 'sizes' attribute. Requested size. Image size or array of width and height values in pixels (in that order). The URL to the image file or null. The image m,0,content reviewed,,,
B — Normalized,medical image classification,5,12658,0.2284290823539701,"This guidance is for pharmacists who handle, use and sell/supply medical devices. What to do with medical device alerts. Why this guidance is important for you? What types of medical devices are sold in pharmacies? What factors do I need to",0,content reviewed,,,
B — Normalized,transformer language model,1,27936,0.505845520149311,"hi, I am having problems with transformer / circuit board om my Hobby 720 uml model 2003. In view of the problems, can I bypass the transformer/circuit board ??",0,content reviewed,,,
B — Normalized,transformer language model,2,25428,0.2759514435930103,"Note: If you're on an iPhone, you cannot change the language of Facebook through the mobile app. Instead, Facebook uses whatever language your phone is set up to use, so to change it you have to pick a different language for your entire pho",0,content reviewed,,,
B — Normalized,transformer language model,3,24482,0.21907210785513542,"Harald, you are a co-owner of Language Partners. Are you a linguist yourself, and how did you get into this competitive line of business? No, I’m not a linguist; I am a historian and a business man. In 2004, my family and some other familie",0,content reviewed,,,
B — Normalized,transformer language model,4,701,0.20429164107668338,"Program in Teaching French as a Foreign Language was established in 1985 under the Department of Foreign Education. 2 full professors,3 assistant professors and 3 research assistant are currently working in the department. The Program in Te",0,content reviewed,,,
B — Normalized,transformer language model,5,4289,0.20018507252462242,"Commercial Building Properties, Commercial Buildings for rent in Main Road, Kakinada. G+2 Commercial Building in 62 Square Feet Area is Available For Rent. Furniture, Ac, Transformer, Generator & Two Wheeler Parking Facility is Available. F",0,content reviewed,,,
B — Normalized,deep learning healthcare,1,11119,0.31277806051232254,The opportunities offered by Big Data will only materialize when healthcare systems move beyond the mere collection of large amounts of data. Linkage of previously separated data sets and their analysis using appropriate Big Data analytics ,0,content reviewed,,,
B — Normalized,deep learning healthcare,2,6123,0.31160080745946034,"With today’s advancement in technology, it is becoming more convenient than ever before to earn a Bachelor’s degree in a health-related field online. Some specializations, such as nutrition or public health, can be studied entirely online. ",0,content reviewed,,,
B — Normalized,deep learning healthcare,3,11979,0.310574558983935,"Doctorate of Healthcare Organization Program is designed for the healthcare professionals who are working in healthcare organizations especially in hospitals or in clinics and who would like to broaden their knowledge, expand their expertis",0,content reviewed,,,
B — Normalized,deep learning healthcare,4,9252,0.2988313214029645,"SAN DIEGO AND WASHINGTON, D.C. – Sept. 5, 2018 – West Health, a family of nonpartisan, nonprofit organizations focused on healthcare research, policy and philanthropy, has appointed Cristina Boccuti, MA, MPP, formerly of the Kaiser Family F",0,content reviewed,,,
B — Normalized,deep learning healthcare,5,7564,0.28115304830831567,"would I have learned, learnt? would you have learned, learnt? would he have learned, learnt? would we have learned, learnt? would they have learned, learnt? would I have been learning? would you have been learning? would he have been learni",0,content reviewed,,,
B — Normalized,natural language processing,1,25428,0.38594992602209444,"Note: If you're on an iPhone, you cannot change the language of Facebook through the mobile app. Instead, Facebook uses whatever language your phone is set up to use, so to change it you have to pick a different language for your entire pho",0,content reviewed,,,
B — Normalized,natural language processing,2,8705,0.37436142416617574,"These regulations may be called the Food Safety and Standards (Food Products Standards and Food Additives) Amendment Regulations, 2019. They shall come into force on the date of their publication in the Official Gazette. In the Food Safety ",0,content reviewed,,,
B — Normalized,natural language processing,3,24482,0.30639761372255936,"Harald, you are a co-owner of Language Partners. Are you a linguist yourself, and how did you get into this competitive line of business? No, I’m not a linguist; I am a historian and a business man. In 2004, my family and some other familie",0,content reviewed,,,
B — Normalized,natural language processing,4,701,0.28572542594401323,"Program in Teaching French as a Foreign Language was established in 1985 under the Department of Foreign Education. 2 full professors,3 assistant professors and 3 research assistant are currently working in the department. The Program in Te",0,content reviewed,,,
B — Normalized,natural language processing,5,4075,0.27780584882221276,"Looking for Spanish language instructor to improve my reading, writing and speaking skills. We require the tutor to travel to our location at Gwal Pahari. A certification or degree in Spanish Language is preferred. The Spanish language inst",0,content reviewed,,,
B — Normalized,climate change policy,1,19142,0.6418310190633082,"Reduce short-lived climate change or even this essay. Should we should trust the following feb 27, written is a significant. One of global warming trout streams about article. Believes climate change, oceanography one of the greenhouse effe",0,content reviewed,0.8,1.0,0.5
B — Normalized,climate change policy,2,2231,0.5432625431433161,The Rupa Lake Cooperative in Nepal. Credit: Bioversity International / B. Saugat. Sourced through Flickr. Responding to the impacts of climate change effectively at national policy and local planning level requires robust and comprehensive ,1,content reviewed,0.8,1.0,0.5
B — Normalized,climate change policy,3,9209,0.48317304483449197,Climate Change Denial: Why It can Be Hugely Influential? You are here: Home / Hello Earth / Climate Change Denial: Why It can Be Hugely Influential? Climate change is a real thread for those who directly affected by it. In example people in,1,content reviewed,0.8,1.0,0.5
B — Normalized,climate change policy,4,11682,0.44779482791498565,"The existential threats to people and the environment from climate change are increasingly well understood. NOAA’s 27th annual State of the Climate report revealed record-setting climate change indicators in 2016, resulting in extreme globa",1,content reviewed,0.8,1.0,0.5
B — Normalized,climate change policy,5,21770,0.4404812143579994,"See this article detailing that arctic sea ice right now is below the mean of ice extent for even the 2000’s, (not to mention previous decades), with 53 days to go before the minimum for the year will be reached. Another wake up call in a l",1,content reviewed,0.8,1.0,0.5
B — Normalized,software development tools,1,2856,0.5297877177232452,The document Software Development Basics gives you an overview of the whole software development process including subjects like Software Engineering and Software Project Management in order to get the whole picture. Software development si,1,content reviewed,0.6,1.0,1.0
B — Normalized,software development tools,2,7309,0.34225962783822544,"With the improvement of digital cameras as well as the home photo printers, demands for photo editing software is rising high. It helps the households to maintain the family photos organized with out requirement of any massive learning curv",0,content reviewed,0.6,1.0,1.0
B — Normalized,software development tools,3,21363,0.31517686320739535,The below list is a selected “terminology” for data integrators using “Infomatica”as a tool. These questions and explantions help you understand the complete information about frequently used terms. agile development – Agile development is ,1,content reviewed,0.6,1.0,1.0
B — Normalized,software development tools,4,22190,0.3063174536210382,"Brains, behaviour, statistics, and random thoughts. There is an interesting paradox in context of developing data analysis software. On one side, there are clear benefits of designing tools that are easy to use, robust and require as little",1,content reviewed,0.6,1.0,1.0
B — Normalized,software development tools,5,17461,0.28445697802386916,"Via the Big Slash, comes ONLamp.com: Calculating the True Price of Software, which applies arbitrage – looking for price differences between two things that ought to be exactly the same – to warranties and – more to the point – software, an",0,content reviewed,0.6,1.0,1.0
B — Normalized,financial market analysis,1,22926,0.3791827882115353,Belay Devices Market Report 2018-2023 has been prepared based on an in-depth market analysis with inputs from industry experts. The report covers the market landscape and its growth prospects over the coming years. The report also includes ,0,content reviewed,0.2,1.0,0.25
B — Normalized,financial market analysis,2,28964,0.30669665735258284,The global “Network Cables market” research report highlights the need for the up-to-date market data for the business management that will offer development and profitability of the global Network Cables market. The research report present,0,content reviewed,0.2,1.0,0.25
B — Normalized,financial market analysis,3,5249,0.2938625369028992,"Focusing only on shareholders’ financial return is not consistent with the concept of sustainable corporate governance. In contrast to financial performance, corporate social responsibility (CSR) is a non-financial performance index. Financ",0,content reviewed,0.2,1.0,0.25
B — Normalized,financial market analysis,4,21404,0.2926237317158857,"Keep in mind the historical returns of different asset classes when setting your financial goals. Treat any outperformance as a bonus. Remember – time is your ally! By focusing on long-term results, you'll find it easier to ride out short-t",1,content reviewed,0.2,1.0,0.25
B — Normalized,financial market analysis,5,22246,0.2890992863608331,"The Comprehensive Annual Financial Report (CAFR) is a detailed presentation of the City's financial position and activities for the fiscal year and is organized in four main sections. The Introductory Section includes the City Officials, le",0,content reviewed,0.2,1.0,0.25
B — Normalized,online education courses,1,23045,0.4775467225571101,I'm going to turn you into a course creation expert. - Learn how to create professional courses that stand out against most other courses. - Create engaging courses students are more likely to complete. - Students will love your courses and,1,content reviewed,0.6,0.75,1.0
B — Normalized,online education courses,2,28891,0.45201042267775643,Spice up your online education and take the Department of Transportation (DOT) Video online training courses. Watch and learn as experts show you how to practice safe driving in these fun and informative videos. Our courses come in high qua,1,content reviewed,0.6,0.75,1.0
B — Normalized,online education courses,3,12474,0.3997127963223698,Get complete access to all courses on this site for one year. Plenty of time to dig in deep. Includes any new courses released during that year as well. A 3 Month Membership is also available.,0,content reviewed,0.6,0.75,1.0
B — Normalized,online education courses,4,7416,0.39557630357388807,"Download a different browser for free! Welcome to the home of Epigeum’s award-winning online training courses. Our courses support higher education institutions to deliver training in four key areas: teaching and development, research, stud",1,content reviewed,0.6,0.75,1.0
B — Normalized,online education courses,5,21561,0.35167343509028004,"The York College Writing Across the Curriculum requirement legislated by the York College Senate in May, 2001 includes provisions for Writing Enhancement in General Education courses and for Writing Intensive courses in all the disciplines.",0,content reviewed,0.6,0.75,1.0
C — Extended BPE,medical image classification,1,18971,0.48562540525479686,The new RTS Environmental Classification system (RTS GLT) is designed for parties who are commissioning construction projects and who want to build in an environmentally responsible manner. The environmental classification system was develo,0,content reviewed,,,
C — Extended BPE,medical image classification,2,8527,0.41263357726592387,History of maize classification. How races used in classification. Geographical distribution. Existing races of maize in Mexico.,0,content reviewed,,,
C — Extended BPE,medical image classification,3,19908,0.22921505438952067,"Download League Of Legends Wallpapers in high-quality for your desktop and smart-phone in wide-screen and HD resolution. Right click on image, and select “Save Image as League Of Legends Wallpapers” to download image to your desktop, laptop",0,content reviewed,,,
C — Extended BPE,medical image classification,4,15682,0.22779820228499492,"- Group Image: Provided functionality of group's image, user can now view and change the group's image also. - Profile image: User can now set a profile image during sign up process. This is a great app! Love how it keeps history for limite",0,content reviewed,,,
C — Extended BPE,medical image classification,5,12982,0.21675199940825093,"Sad moments, those when we feel bad, can be clearly represented by a picture or an image that is able to transmit everybody the message of desolation, indifference or suffering we want to give. Here there are some sad images that I'm sure y",0,content reviewed,,,
C — Extended BPE,transformer language model,1,27936,0.5258882168735342,"hi, I am having problems with transformer / circuit board om my Hobby 720 uml model 2003. In view of the problems, can I bypass the transformer/circuit board ??",0,content reviewed,,,
C — Extended BPE,transformer language model,2,25428,0.25784505749900105,"Note: If you're on an iPhone, you cannot change the language of Facebook through the mobile app. Instead, Facebook uses whatever language your phone is set up to use, so to change it you have to pick a different language for your entire pho",0,content reviewed,,,
C — Extended BPE,transformer language model,3,4289,0.21157728396901848,"Commercial Building Properties, Commercial Buildings for rent in Main Road, Kakinada. G+2 Commercial Building in 62 Square Feet Area is Available For Rent. Furniture, Ac, Transformer, Generator & Two Wheeler Parking Facility is Available. F",0,content reviewed,,,
C — Extended BPE,transformer language model,4,24482,0.20959998216350342,"Harald, you are a co-owner of Language Partners. Are you a linguist yourself, and how did you get into this competitive line of business? No, I’m not a linguist; I am a historian and a business man. In 2004, my family and some other familie",0,content reviewed,,,
C — Extended BPE,transformer language model,5,4075,0.20499450734499627,"Looking for Spanish language instructor to improve my reading, writing and speaking skills. We require the tutor to travel to our location at Gwal Pahari. A certification or degree in Spanish Language is preferred. The Spanish language inst",0,content reviewed,,,
C — Extended BPE,deep learning healthcare,1,9252,0.3138808169563945,"SAN DIEGO AND WASHINGTON, D.C. – Sept. 5, 2018 – West Health, a family of nonpartisan, nonprofit organizations focused on healthcare research, policy and philanthropy, has appointed Cristina Boccuti, MA, MPP, formerly of the Kaiser Family F",0,content reviewed,,,
C — Extended BPE,deep learning healthcare,2,11979,0.3098873379807289,"Doctorate of Healthcare Organization Program is designed for the healthcare professionals who are working in healthcare organizations especially in hospitals or in clinics and who would like to broaden their knowledge, expand their expertis",0,content reviewed,,,
C — Extended BPE,deep learning healthcare,3,6123,0.3078424027540005,"With today’s advancement in technology, it is becoming more convenient than ever before to earn a Bachelor’s degree in a health-related field online. Some specializations, such as nutrition or public health, can be studied entirely online. ",0,content reviewed,,,
C — Extended BPE,deep learning healthcare,4,11119,0.3050267984192739,The opportunities offered by Big Data will only materialize when healthcare systems move beyond the mere collection of large amounts of data. Linkage of previously separated data sets and their analysis using appropriate Big Data analytics ,0,content reviewed,,,
C — Extended BPE,deep learning healthcare,5,9229,0.28442406220940974,"Influence Health, the healthcare industry’s leading consumer experience solution provider, congratulates leading provider organizations for earning prestigious eHealthcare Leadership Awards. These winning healthcare organizations stood out ",0,content reviewed,,,
C — Extended BPE,natural language processing,1,8705,0.36275083683776765,"These regulations may be called the Food Safety and Standards (Food Products Standards and Food Additives) Amendment Regulations, 2019. They shall come into force on the date of their publication in the Official Gazette. In the Food Safety ",0,content reviewed,,,
C — Extended BPE,natural language processing,2,25428,0.3581895446598275,"Note: If you're on an iPhone, you cannot change the language of Facebook through the mobile app. Instead, Facebook uses whatever language your phone is set up to use, so to change it you have to pick a different language for your entire pho",0,content reviewed,,,
C — Extended BPE,natural language processing,3,24482,0.2911691342857876,"Harald, you are a co-owner of Language Partners. Are you a linguist yourself, and how did you get into this competitive line of business? No, I’m not a linguist; I am a historian and a business man. In 2004, my family and some other familie",0,content reviewed,,,
C — Extended BPE,natural language processing,4,4075,0.28477136601291786,"Looking for Spanish language instructor to improve my reading, writing and speaking skills. We require the tutor to travel to our location at Gwal Pahari. A certification or degree in Spanish Language is preferred. The Spanish language inst",0,content reviewed,,,
C — Extended BPE,natural language processing,5,701,0.2834889041950517,"Program in Teaching French as a Foreign Language was established in 1985 under the Department of Foreign Education. 2 full professors,3 assistant professors and 3 research assistant are currently working in the department. The Program in Te",0,content reviewed,,,
C — Extended BPE,climate change policy,1,19142,0.6447204674665704,"Reduce short-lived climate change or even this essay. Should we should trust the following feb 27, written is a significant. One of global warming trout streams about article. Believes climate change, oceanography one of the greenhouse effe",0,content reviewed,0.8,1.0,0.5
C — Extended BPE,climate change policy,2,2231,0.5451017244864226,The Rupa Lake Cooperative in Nepal. Credit: Bioversity International / B. Saugat. Sourced through Flickr. Responding to the impacts of climate change effectively at national policy and local planning level requires robust and comprehensive ,1,content reviewed,0.8,1.0,0.5
C — Extended BPE,climate change policy,3,9209,0.47497354440895545,Climate Change Denial: Why It can Be Hugely Influential? You are here: Home / Hello Earth / Climate Change Denial: Why It can Be Hugely Influential? Climate change is a real thread for those who directly affected by it. In example people in,1,content reviewed,0.8,1.0,0.5
C — Extended BPE,climate change policy,4,11682,0.4620803116668615,"The existential threats to people and the environment from climate change are increasingly well understood. NOAA’s 27th annual State of the Climate report revealed record-setting climate change indicators in 2016, resulting in extreme globa",1,content reviewed,0.8,1.0,0.5
C — Extended BPE,climate change policy,5,21770,0.4105086791694196,"See this article detailing that arctic sea ice right now is below the mean of ice extent for even the 2000’s, (not to mention previous decades), with 53 days to go before the minimum for the year will be reached. Another wake up call in a l",1,content reviewed,0.8,1.0,0.5
C — Extended BPE,software development tools,1,2856,0.5275255110866581,The document Software Development Basics gives you an overview of the whole software development process including subjects like Software Engineering and Software Project Management in order to get the whole picture. Software development si,1,content reviewed,0.6,1.0,1.0
C — Extended BPE,software development tools,2,7309,0.32121375516698103,"With the improvement of digital cameras as well as the home photo printers, demands for photo editing software is rising high. It helps the households to maintain the family photos organized with out requirement of any massive learning curv",0,content reviewed,0.6,1.0,1.0
C — Extended BPE,software development tools,3,21363,0.3147285079201433,The below list is a selected “terminology” for data integrators using “Infomatica”as a tool. These questions and explantions help you understand the complete information about frequently used terms. agile development – Agile development is ,1,content reviewed,0.6,1.0,1.0
C — Extended BPE,software development tools,4,22190,0.3003322870932446,"Brains, behaviour, statistics, and random thoughts. There is an interesting paradox in context of developing data analysis software. On one side, there are clear benefits of designing tools that are easy to use, robust and require as little",1,content reviewed,0.6,1.0,1.0
C — Extended BPE,software development tools,5,17461,0.2862531420683889,"Via the Big Slash, comes ONLamp.com: Calculating the True Price of Software, which applies arbitrage – looking for price differences between two things that ought to be exactly the same – to warranties and – more to the point – software, an",0,content reviewed,0.6,1.0,1.0
C — Extended BPE,financial market analysis,1,22926,0.4219211571214055,Belay Devices Market Report 2018-2023 has been prepared based on an in-depth market analysis with inputs from industry experts. The report covers the market landscape and its growth prospects over the coming years. The report also includes ,0,content reviewed,0.2,1.0,0.2
C — Extended BPE,financial market analysis,2,28964,0.30779050398455077,The global “Network Cables market” research report highlights the need for the up-to-date market data for the business management that will offer development and profitability of the global Network Cables market. The research report present,0,content reviewed,0.2,1.0,0.2
C — Extended BPE,financial market analysis,3,22246,0.3026768926935401,"The Comprehensive Annual Financial Report (CAFR) is a detailed presentation of the City's financial position and activities for the fiscal year and is organized in four main sections. The Introductory Section includes the City Officials, le",0,content reviewed,0.2,1.0,0.2
C — Extended BPE,financial market analysis,4,5249,0.28927341701317727,"Focusing only on shareholders’ financial return is not consistent with the concept of sustainable corporate governance. In contrast to financial performance, corporate social responsibility (CSR) is a non-financial performance index. Financ",0,content reviewed,0.2,1.0,0.2
C — Extended BPE,financial market analysis,5,21404,0.28894360381904804,"Keep in mind the historical returns of different asset classes when setting your financial goals. Treat any outperformance as a bonus. Remember – time is your ally! By focusing on long-term results, you'll find it easier to ride out short-t",1,content reviewed,0.2,1.0,0.2
C — Extended BPE,online education courses,1,23045,0.4725837294691918,I'm going to turn you into a course creation expert. - Learn how to create professional courses that stand out against most other courses. - Create engaging courses students are more likely to complete. - Students will love your courses and,1,content reviewed,0.6,0.75,1.0
C — Extended BPE,online education courses,2,28891,0.4373022528561379,Spice up your online education and take the Department of Transportation (DOT) Video online training courses. Watch and learn as experts show you how to practice safe driving in these fun and informative videos. Our courses come in high qua,1,content reviewed,0.6,0.75,1.0
C — Extended BPE,online education courses,3,7416,0.4018396159964194,"Download a different browser for free! Welcome to the home of Epigeum’s award-winning online training courses. Our courses support higher education institutions to deliver training in four key areas: teaching and development, research, stud",1,content reviewed,0.6,0.75,1.0
C — Extended BPE,online education courses,4,12474,0.3909651539099742,Get complete access to all courses on this site for one year. Plenty of time to dig in deep. Includes any new courses released during that year as well. A 3 Month Membership is also available.,0,content reviewed,0.6,0.75,1.0
